Date,Day,Time,Order ID,Table Number,Item Name,Category,Quantity,Unit Price,Total Sale,Payment Method,Server Name,Customer Type,Dine Type
2024-01-14,Sunday,02:05 PM,ORD1215,4,Apple Pie,Dessert,4,4.79,19.16,Cash,Diana,New,Delivery
2024-01-04,Thursday,04:09 PM,ORD1216,13,Garlic Bread,Side,2,3.49,6.98,Online,Diana,Returning,Delivery
2024-06-23,Sunday,12:56 PM,ORD1217,1,Apple Pie,Dessert,1,4.79,4.79,Online,Alice,New,Takeaway
2024-02-25,Sunday,10:40 AM,ORD1218,17,Cheeseburger,Main,4,10.49,41.96,Card,Diana,Returning,Delivery
2024-04-12,Friday,11:24 AM,ORD1219,20,Chicken Wings,Side,5,8.99,44.95,Cash,Carlos,New,Takeaway
2024-01-21,Sunday,06:43 PM,ORD1220,18,Chocolate Cake,Dessert,2,5.99,11.98,Card,Diana,New,Takeaway
2024-06-27,Thursday,05:27 PM,ORD1221,8,Ice Cream,Dessert,1,3.99,3.99,Cash,Diana,New,Takeaway
2024-06-05,Wednesday,08:23 PM,ORD1222,6,Cheeseburger,Main,3,10.49,31.47,Cash,Alice,New,Delivery
2024-01-03,Wednesday,12:47 PM,ORD1223,17,Apple Pie,Dessert,3,4.79,14.37,Online,Carlos,New,Takeaway
2024-02-02,Friday,02:35 PM,ORD1224,11,French Fries,Side,1,4.5,4.5,Card,Carlos,New,Takeaway
2024-05-27,Monday,08:42 PM,ORD1225,15,Caesar Salad,Side,4,6.99,27.96,Online,Carlos,New,Takeaway
2024-05-25,Saturday,12:50 PM,ORD1226,9,Mozzarella Sticks,Side,2,4.99,9.98,Cash,Alice,New,Delivery
2024-05-10,Friday,10:02 AM,ORD1227,8,Cheeseburger,Main,1,10.49,10.49,Cash,Diana,Returning,Takeaway
2024-02-08,Thursday,01:03 PM,ORD1228,14,Cheeseburger,Main,5,10.49,52.45,Cash,Carlos,New,Takeaway
2024-03-22,Friday,02:37 PM,ORD1229,12,Caesar Salad,Side,5,6.99,34.95,Cash,Alice,New,Dine-in
2024-05-12,Sunday,10:47 AM,ORD1230,15,Orange Juice,Drink,1,3.29,3.29,Card,Carlos,Returning,Dine-in
2024-05-21,Tuesday,05:47 PM,ORD1231,7,Grilled Chicken,Main,3,12.99,38.97,Card,Carlos,New,Takeaway
2024-04-04,Thursday,08:05 PM,ORD1232,18,Apple Pie,Dessert,2,4.79,9.58,Cash,Bob,New,Takeaway
2024-01-07,Sunday,01:58 PM,ORD1233,1,Chicken Wings,Side,3,8.99,26.97,Card,Alice,Returning,Delivery
2024-03-19,Tuesday,11:46 AM,ORD1234,8,Chocolate Cake,Dessert,5,5.99,29.95,Card,Diana,New,Dine-in
2024-03-12,Tuesday,11:35 AM,ORD1235,17,Cheeseburger,Main,2,10.49,20.98,Card,Carlos,Returning,Delivery
2024-01-22,Monday,07:54 PM,ORD1236,5,French Fries,Side,5,4.5,22.5,Online,Diana,New,Delivery
2024-05-25,Saturday,11:03 AM,ORD1237,8,Coffee,Drink,2,2.5,5.0,Card,Carlos,Returning,Takeaway
2024-06-28,Friday,03:34 PM,ORD1238,9,Garlic Bread,Side,4,3.49,13.96,Cash,Alice,New,Dine-in
2024-05-29,Wednesday,11:51 AM,ORD1239,6,Lemonade,Drink,1,2.99,2.99,Card,Diana,Returning,Takeaway
2024-01-31,Wednesday,07:08 PM,ORD1240,15,Mozzarella Sticks,Side,2,4.99,9.98,Card,Diana,Returning,Dine-in
2024-01-24,Wednesday,12:41 PM,ORD1241,2,Spaghetti Bolognese,Main,5,13.49,67.45,Cash,Carlos,New,Dine-in
2024-03-04,Monday,04:04 PM,ORD1242,2,Orange Juice,Drink,5,3.29,16.45,Online,Carlos,Returning,Dine-in
2024-01-08,Monday,04:54 PM,ORD1243,18,Tiramisu,Dessert,5,6.49,32.45,Cash,Alice,Returning,Dine-in
2024-02-05,Monday,12:04 PM,ORD1244,8,Grilled Chicken,Main,1,12.99,12.99,Cash,Bob,Returning,Takeaway
2024-06-24,Monday,08:45 PM,ORD1245,19,Caesar Salad,Side,5,6.99,34.95,Card,Alice,New,Dine-in
2024-02-20,Tuesday,09:01 PM,ORD1246,3,Tiramisu,Dessert,2,6.49,12.98,Card,Alice,New,Takeaway
2024-01-13,Saturday,12:52 PM,ORD1247,16,Coffee,Drink,4,2.5,10.0,Cash,Diana,Returning,Dine-in
2024-03-31,Sunday,01:39 PM,ORD1248,9,Iced Tea,Drink,3,2.79,8.37,Card,Bob,New,Delivery
2024-06-07,Friday,08:31 PM,ORD1249,16,Ice Cream,Dessert,3,3.99,11.97,Card,Diana,New,Dine-in
2024-03-12,Tuesday,04:32 PM,ORD1250,7,Lemonade,Drink,4,2.99,11.96,Online,Bob,New,Takeaway
2024-04-01,Monday,06:11 PM,ORD1251,12,Chicken Wings,Side,4,8.99,35.96,Online,Carlos,Returning,Takeaway
2024-02-16,Friday,10:26 AM,ORD1252,8,Garlic Bread,Side,5,3.49,17.45,Cash,Carlos,New,Takeaway
2024-05-15,Wednesday,04:06 PM,ORD1253,4,Ice Cream,Dessert,2,3.99,7.98,Cash,Bob,Returning,Delivery
2024-01-15,Monday,01:44 PM,ORD1254,6,Orange Juice,Drink,3,3.29,9.87,Cash,Bob,Returning,Delivery
2024-06-27,Thursday,04:07 PM,ORD1255,19,Grilled Chicken,Main,3,12.99,38.97,Online,Bob,New,Takeaway
2024-05-18,Saturday,03:16 PM,ORD1256,2,Iced Tea,Drink,4,2.79,11.16,Cash,Alice,New,Delivery
2024-02-26,Monday,10:20 AM,ORD1257,1,Fish Tacos,Main,4,12.59,50.36,Card,Bob,New,Takeaway
2024-02-15,Thursday,03:31 PM,ORD1258,5,Cheeseburger,Main,1,10.49,10.49,Online,Bob,New,Delivery
2024-04-03,Wednesday,11:14 AM,ORD1259,19,Mozzarella Sticks,Side,4,4.99,19.96,Cash,Carlos,Returning,Takeaway
2024-02-04,Sunday,12:41 PM,ORD1260,11,Coffee,Drink,4,2.5,10.0,Cash,Carlos,New,Delivery
2024-05-30,Thursday,12:59 PM,ORD1261,10,Orange Juice,Drink,3,3.29,9.87,Cash,Bob,New,Delivery
2024-05-26,Sunday,04:40 PM,ORD1262,20,Cheeseburger,Main,2,10.49,20.98,Card,Bob,New,Takeaway
2024-02-06,Tuesday,03:39 PM,ORD1263,12,Caesar Salad,Side,2,6.99,13.98,Card,Bob,New,Delivery
2024-06-20,Thursday,08:54 PM,ORD1264,1,Garlic Bread,Side,4,3.49,13.96,Card,Bob,New,Delivery
2024-01-18,Thursday,03:58 PM,ORD1265,1,Veggie Pizza,Main,1,11.99,11.99,Cash,Diana,Returning,Delivery
2024-04-17,Wednesday,12:50 PM,ORD1266,13,Coffee,Drink,4,2.5,10.0,Card,Diana,New,Takeaway
2024-05-27,Monday,09:06 PM,ORD1267,15,Ice Cream,Dessert,2,3.99,7.98,Cash,Alice,Returning,Dine-in
2024-03-22,Friday,02:27 PM,ORD1268,11,French Fries,Side,1,4.5,4.5,Cash,Diana,New,Delivery
2024-01-20,Saturday,07:20 PM,ORD1269,20,Caesar Salad,Side,3,6.99,20.97,Online,Diana,New,Takeaway
2024-06-16,Sunday,12:48 PM,ORD1270,2,Coffee,Drink,2,2.5,5.0,Cash,Carlos,New,Dine-in
2024-04-14,Sunday,09:53 PM,ORD1271,9,Chicken Wings,Side,5,8.99,44.95,Online,Carlos,Returning,Dine-in
2024-01-25,Thursday,10:50 AM,ORD1272,18,Orange Juice,Drink,5,3.29,16.45,Card,Bob,New,Takeaway
2024-01-01,Monday,05:17 PM,ORD1273,20,Caesar Salad,Side,3,6.99,20.97,Card,Bob,New,Dine-in
2024-02-22,Thursday,12:54 PM,ORD1274,16,Spaghetti Bolognese,Main,1,13.49,13.49,Cash,Carlos,Returning,Takeaway
2024-05-05,Sunday,09:16 PM,ORD1275,18,Veggie Pizza,Main,1,11.99,11.99,Card,Bob,Returning,Takeaway
2024-04-04,Thursday,01:11 PM,ORD1276,9,Tiramisu,Dessert,1,6.49,6.49,Card,Diana,Returning,Dine-in
2024-03-09,Saturday,07:37 PM,ORD1277,4,Cheeseburger,Main,2,10.49,20.98,Cash,Carlos,Returning,Delivery
2024-02-28,Wednesday,07:26 PM,ORD1278,17,Cheeseburger,Main,4,10.49,41.96,Card,Diana,New,Takeaway
2024-03-17,Sunday,11:20 AM,ORD1279,17,Orange Juice,Drink,1,3.29,3.29,Online,Bob,New,Takeaway
2024-02-14,Wednesday,12:51 PM,ORD1280,5,Chocolate Cake,Dessert,2,5.99,11.98,Cash,Diana,New,Delivery
2024-04-21,Sunday,01:26 PM,ORD1281,9,Lemonade,Drink,5,2.99,14.95,Card,Alice,New,Takeaway
2024-05-22,Wednesday,04:46 PM,ORD1282,9,Chicken Wings,Side,3,8.99,26.97,Online,Diana,New,Delivery
2024-06-08,Saturday,08:01 PM,ORD1283,4,Fish Tacos,Main,4,12.59,50.36,Card,Bob,New,Delivery
2024-05-30,Thursday,07:56 PM,ORD1284,19,French Fries,Side,1,4.5,4.5,Cash,Carlos,Returning,Takeaway
2024-03-08,Friday,04:32 PM,ORD1285,20,Apple Pie,Dessert,5,4.79,23.95,Card,Alice,New,Takeaway
2024-04-13,Saturday,12:27 PM,ORD1286,13,Orange Juice,Drink,1,3.29,3.29,Card,Bob,New,Delivery
2024-05-01,Wednesday,02:35 PM,ORD1287,11,Mozzarella Sticks,Side,1,4.99,4.99,Card,Carlos,Returning,Takeaway
2024-06-27,Thursday,09:41 PM,ORD1288,5,French Fries,Side,2,4.5,9.0,Card,Diana,Returning,Takeaway
2024-04-16,Tuesday,08:19 PM,ORD1289,15,Caesar Salad,Side,2,6.99,13.98,Cash,Diana,Returning,Delivery
2024-04-05,Friday,10:57 AM,ORD1290,3,Fish Tacos,Main,2,12.59,25.18,Card,Diana,New,Delivery
2024-05-25,Saturday,10:29 AM,ORD1291,7,Iced Tea,Drink,2,2.79,5.58,Cash,Bob,New,Takeaway
2024-01-13,Saturday,04:09 PM,ORD1292,12,Chocolate Cake,Dessert,3,5.99,17.97,Card,Diana,New,Delivery
2024-01-08,Monday,02:07 PM,ORD1293,20,Mozzarella Sticks,Side,4,4.99,19.96,Card,Bob,Returning,Delivery
2024-05-21,Tuesday,03:58 PM,ORD1294,9,Mozzarella Sticks,Side,2,4.99,9.98,Online,Alice,Returning,Dine-in
2024-04-08,Monday,10:50 AM,ORD1295,7,Iced Tea,Drink,5,2.79,13.95,Cash,Bob,New,Takeaway
2024-06-15,Saturday,04:59 PM,ORD1296,1,Fish Tacos,Main,1,12.59,12.59,Card,Bob,New,Delivery
2024-01-03,Wednesday,01:49 PM,ORD1297,10,Veggie Pizza,Main,5,11.99,59.95,Online,Carlos,Returning,Takeaway
2024-03-30,Saturday,05:50 PM,ORD1298,15,Veggie Pizza,Main,2,11.99,23.98,Card,Diana,New,Dine-in
2024-05-10,Friday,09:18 PM,ORD1299,20,Mozzarella Sticks,Side,5,4.99,24.95,Online,Carlos,Returning,Delivery
2024-01-28,Sunday,06:13 PM,ORD1300,9,Caesar Salad,Side,3,6.99,20.97,Online,Carlos,Returning,Takeaway
2024-06-16,Sunday,09:07 PM,ORD1301,5,Spaghetti Bolognese,Main,2,13.49,26.98,Online,Bob,New,Delivery
2024-04-13,Saturday,09:16 PM,ORD1302,1,Garlic Bread,Side,2,3.49,6.98,Online,Diana,Returning,Takeaway
2024-04-17,Wednesday,04:54 PM,ORD1303,19,Orange Juice,Drink,1,3.29,3.29,Online,Bob,Returning,Delivery
2024-02-26,Monday,09:42 PM,ORD1304,12,Chicken Wings,Side,4,8.99,35.96,Online,Carlos,New,Delivery
2024-05-22,Wednesday,01:05 PM,ORD1305,16,Spaghetti Bolognese,Main,1,13.49,13.49,Cash,Carlos,New,Delivery
2024-03-26,Tuesday,09:10 PM,ORD1306,12,Caesar Salad,Side,2,6.99,13.98,Cash,Carlos,Returning,Takeaway
2024-04-05,Friday,02:26 PM,ORD1307,4,Spaghetti Bolognese,Main,4,13.49,53.96,Card,Alice,New,Takeaway
2024-02-19,Monday,06:32 PM,ORD1308,17,French Fries,Side,4,4.5,18.0,Card,Diana,New,Dine-in
2024-02-05,Monday,01:25 PM,ORD1309,19,Garlic Bread,Side,4,3.49,13.96,Card,Bob,Returning,Delivery
2024-02-16,Friday,11:22 AM,ORD1310,6,Apple Pie,Dessert,3,4.79,14.37,Card,Alice,New,Takeaway
2024-03-11,Monday,01:34 PM,ORD1311,6,Iced Tea,Drink,5,2.79,13.95,Card,Alice,New,Delivery
2024-04-21,Sunday,08:48 PM,ORD1312,14,Coffee,Drink,4,2.5,10.0,Card,Diana,New,Dine-in
2024-05-16,Thursday,01:24 PM,ORD1313,11,Mozzarella Sticks,Side,1,4.99,4.99,Online,Bob,New,Delivery
2024-01-02,Tuesday,08:41 PM,ORD1314,12,Ice Cream,Dessert,2,3.99,7.98,Card,Bob,New,Takeaway
2024-05-08,Wednesday,08:02 PM,ORD1315,3,Spaghetti Bolognese,Main,2,13.49,26.98,Cash,Carlos,Returning,Takeaway
2024-05-13,Monday,08:10 PM,ORD1316,14,Fish Tacos,Main,3,12.59,37.77,Online,Bob,Returning,Takeaway
2024-04-01,Monday,01:12 PM,ORD1317,1,Iced Tea,Drink,4,2.79,11.16,Cash,Bob,New,Dine-in
2024-01-06,Saturday,08:03 PM,ORD1318,4,Fish Tacos,Main,2,12.59,25.18,Card,Alice,Returning,Delivery
2024-03-06,Wednesday,07:07 PM,ORD1319,2,Cheeseburger,Main,5,10.49,52.45,Online,Alice,New,Dine-in
2024-06-25,Tuesday,11:58 AM,ORD1320,13,Coffee,Drink,4,2.5,10.0,Cash,Carlos,Returning,Delivery
2024-02-09,Friday,01:30 PM,ORD1321,14,Grilled Chicken,Main,3,12.99,38.97,Online,Alice,Returning,Delivery
2024-06-04,Tuesday,09:57 PM,ORD1322,4,Lemonade,Drink,4,2.99,11.96,Online,Alice,Returning,Dine-in
2024-01-28,Sunday,06:29 PM,ORD1323,7,Chocolate Cake,Dessert,5,5.99,29.95,Card,Bob,Returning,Delivery
2024-04-14,Sunday,03:02 PM,ORD1324,18,Iced Tea,Drink,1,2.79,2.79,Card,Bob,Returning,Takeaway
2024-03-01,Friday,10:02 AM,ORD1325,4,Grilled Chicken,Main,1,12.99,12.99,Online,Diana,New,Dine-in
2024-05-10,Friday,11:16 AM,ORD1326,8,French Fries,Side,3,4.5,13.5,Card,Carlos,Returning,Takeaway
2024-01-13,Saturday,11:42 AM,ORD1327,10,Iced Tea,Drink,1,2.79,2.79,Card,Carlos,Returning,Delivery
2024-01-30,Tuesday,11:37 AM,ORD1328,5,Cheeseburger,Main,1,10.49,10.49,Online,Bob,Returning,Takeaway
2024-04-22,Monday,08:36 PM,ORD1329,12,Veggie Pizza,Main,1,11.99,11.99,Card,Bob,New,Takeaway
2024-04-12,Friday,05:47 PM,ORD1330,16,Veggie Pizza,Main,4,11.99,47.96,Card,Bob,New,Dine-in
2024-06-27,Thursday,11:00 AM,ORD1331,14,Iced Tea,Drink,1,2.79,2.79,Online,Diana,Returning,Dine-in
2024-06-05,Wednesday,04:28 PM,ORD1332,1,Mozzarella Sticks,Side,5,4.99,24.95,Online,Bob,Returning,Takeaway
2024-01-29,Monday,05:01 PM,ORD1333,3,Tiramisu,Dessert,1,6.49,6.49,Card,Carlos,New,Delivery
2024-06-22,Saturday,06:57 PM,ORD1334,17,Ice Cream,Dessert,3,3.99,11.97,Online,Alice,Returning,Delivery
2024-03-04,Monday,06:13 PM,ORD1335,5,Mozzarella Sticks,Side,4,4.99,19.96,Online,Alice,New,Delivery
2024-02-10,Saturday,06:37 PM,ORD1336,6,Apple Pie,Dessert,4,4.79,19.16,Cash,Diana,Returning,Dine-in
2024-03-25,Monday,02:44 PM,ORD1337,8,Cheeseburger,Main,5,10.49,52.45,Online,Diana,Returning,Dine-in
2024-01-21,Sunday,05:50 PM,ORD1338,15,Tiramisu,Dessert,5,6.49,32.45,Cash,Diana,Returning,Takeaway
2024-01-31,Wednesday,06:29 PM,ORD1339,13,Grilled Chicken,Main,1,12.99,12.99,Card,Alice,New,Dine-in
2024-06-03,Monday,08:33 PM,ORD1340,18,Spaghetti Bolognese,Main,5,13.49,67.45,Cash,Diana,Returning,Takeaway
2024-01-14,Sunday,01:48 PM,ORD1341,18,Tiramisu,Dessert,3,6.49,19.47,Online,Diana,Returning,Delivery
2024-04-25,Thursday,11:56 AM,ORD1342,1,French Fries,Side,2,4.5,9.0,Card,Carlos,Returning,Delivery
2024-05-13,Monday,04:22 PM,ORD1343,6,French Fries,Side,1,4.5,4.5,Card,Bob,Returning,Dine-in
2024-03-06,Wednesday,08:25 PM,ORD1344,4,Chocolate Cake,Dessert,2,5.99,11.98,Card,Bob,Returning,Dine-in
2024-03-27,Wednesday,11:50 AM,ORD1345,19,Coffee,Drink,1,2.5,2.5,Cash,Diana,Returning,Delivery
2024-05-30,Thursday,06:36 PM,ORD1346,1,Lemonade,Drink,4,2.99,11.96,Online,Alice,Returning,Delivery
2024-05-03,Friday,06:40 PM,ORD1347,6,Iced Tea,Drink,5,2.79,13.95,Online,Bob,New,Takeaway
2024-06-17,Monday,08:14 PM,ORD1348,13,Garlic Bread,Side,5,3.49,17.45,Card,Bob,Returning,Takeaway
2024-03-28,Thursday,03:01 PM,ORD1349,5,Tiramisu,Dessert,2,6.49,12.98,Card,Carlos,Returning,Delivery
2024-05-21,Tuesday,08:47 PM,ORD1350,7,Chocolate Cake,Dessert,2,5.99,11.98,Online,Carlos,Returning,Delivery
2024-02-03,Saturday,09:05 PM,ORD1351,18,Iced Tea,Drink,5,2.79,13.95,Online,Carlos,New,Takeaway
2024-05-23,Thursday,06:11 PM,ORD1352,10,Coffee,Drink,5,2.5,12.5,Card,Alice,New,Dine-in
2024-04-07,Sunday,12:28 PM,ORD1353,7,Cheeseburger,Main,1,10.49,10.49,Card,Bob,Returning,Delivery
2024-03-05,Tuesday,12:29 PM,ORD1354,7,Cheeseburger,Main,3,10.49,31.47,Online,Alice,Returning,Takeaway
2024-01-27,Saturday,08:30 PM,ORD1355,18,Chicken Wings,Side,2,8.99,17.98,Card,Bob,Returning,Delivery
2024-06-19,Wednesday,10:48 AM,ORD1356,14,Orange Juice,Drink,4,3.29,13.16,Online,Carlos,New,Dine-in
2024-03-05,Tuesday,01:27 PM,ORD1357,12,Tiramisu,Dessert,2,6.49,12.98,Online,Bob,New,Takeaway
2024-04-24,Wednesday,01:01 PM,ORD1358,6,Caesar Salad,Side,2,6.99,13.98,Online,Alice,Returning,Dine-in
2024-04-19,Friday,02:45 PM,ORD1359,5,Chicken Wings,Side,3,8.99,26.97,Cash,Carlos,New,Takeaway
2024-04-29,Monday,12:38 PM,ORD1360,11,Cheeseburger,Main,2,10.49,20.98,Online,Alice,Returning,Takeaway
2024-05-26,Sunday,07:23 PM,ORD1361,11,Mozzarella Sticks,Side,1,4.99,4.99,Online,Bob,New,Delivery
2024-01-18,Thursday,06:37 PM,ORD1362,18,Iced Tea,Drink,4,2.79,11.16,Online,Diana,New,Takeaway
2024-02-26,Monday,01:38 PM,ORD1363,12,Garlic Bread,Side,3,3.49,10.47,Card,Bob,Returning,Delivery
2024-06-15,Saturday,10:09 AM,ORD1364,15,French Fries,Side,3,4.5,13.5,Cash,Bob,New,Delivery
2024-03-23,Saturday,04:30 PM,ORD1365,9,French Fries,Side,4,4.5,18.0,Online,Carlos,New,Delivery
2024-04-05,Friday,06:46 PM,ORD1366,16,Fish Tacos,Main,4,12.59,50.36,Cash,Carlos,New,Takeaway
2024-05-11,Saturday,11:24 AM,ORD1367,18,French Fries,Side,2,4.5,9.0,Online,Alice,New,Dine-in
2024-06-20,Thursday,08:44 PM,ORD1368,4,Chocolate Cake,Dessert,4,5.99,23.96,Cash,Diana,New,Delivery
2024-06-24,Monday,12:37 PM,ORD1369,11,Grilled Chicken,Main,4,12.99,51.96,Cash,Alice,New,Dine-in
2024-02-15,Thursday,02:17 PM,ORD1370,19,Chicken Wings,Side,1,8.99,8.99,Cash,Carlos,Returning,Takeaway
2024-04-25,Thursday,08:45 PM,ORD1371,11,Orange Juice,Drink,4,3.29,13.16,Cash,Diana,New,Delivery
2024-01-02,Tuesday,08:56 PM,ORD1372,2,Caesar Salad,Side,5,6.99,34.95,Online,Alice,Returning,Delivery
2024-01-28,Sunday,02:56 PM,ORD1373,3,Spaghetti Bolognese,Main,5,13.49,67.45,Card,Diana,Returning,Takeaway
2024-06-18,Tuesday,10:31 AM,ORD1374,18,Apple Pie,Dessert,2,4.79,9.58,Cash,Bob,Returning,Delivery
2024-03-16,Saturday,08:49 PM,ORD1375,12,Lemonade,Drink,3,2.99,8.97,Cash,Bob,New,Dine-in
2024-01-02,Tuesday,07:46 PM,ORD1376,18,Orange Juice,Drink,5,3.29,16.45,Cash,Carlos,New,Delivery
2024-03-29,Friday,01:36 PM,ORD1377,5,Coffee,Drink,5,2.5,12.5,Cash,Bob,New,Delivery
2024-03-05,Tuesday,01:18 PM,ORD1378,19,French Fries,Side,2,4.5,9.0,Cash,Diana,New,Takeaway
2024-06-20,Thursday,11:08 AM,ORD1379,7,Veggie Pizza,Main,1,11.99,11.99,Online,Diana,Returning,Takeaway
2024-02-02,Friday,09:27 PM,ORD1380,10,Ice Cream,Dessert,1,3.99,3.99,Online,Alice,New,Takeaway
2024-05-04,Saturday,05:41 PM,ORD1381,10,Garlic Bread,Side,5,3.49,17.45,Online,Bob,Returning,Takeaway
2024-04-19,Friday,12:52 PM,ORD1382,8,Grilled Chicken,Main,3,12.99,38.97,Cash,Diana,Returning,Takeaway
2024-02-04,Sunday,09:35 PM,ORD1383,15,Garlic Bread,Side,4,3.49,13.96,Card,Carlos,Returning,Takeaway
2024-05-21,Tuesday,11:51 AM,ORD1384,3,Iced Tea,Drink,5,2.79,13.95,Card,Bob,New,Takeaway
2024-06-09,Sunday,11:18 AM,ORD1385,17,Caesar Salad,Side,1,6.99,6.99,Online,Alice,Returning,Delivery
2024-02-24,Saturday,10:37 AM,ORD1386,18,Chicken Wings,Side,3,8.99,26.97,Online,Diana,New,Takeaway
2024-04-10,Wednesday,01:48 PM,ORD1387,15,Spaghetti Bolognese,Main,2,13.49,26.98,Online,Alice,Returning,Takeaway
2024-05-08,Wednesday,10:10 AM,ORD1388,6,Ice Cream,Dessert,5,3.99,19.95,Online,Bob,Returning,Dine-in
2024-02-15,Thursday,07:39 PM,ORD1389,12,Lemonade,Drink,4,2.99,11.96,Cash,Bob,Returning,Dine-in
2024-01-17,Wednesday,02:30 PM,ORD1390,2,Mozzarella Sticks,Side,2,4.99,9.98,Online,Bob,Returning,Takeaway
2024-04-30,Tuesday,05:45 PM,ORD1391,11,Cheeseburger,Main,1,10.49,10.49,Cash,Carlos,Returning,Delivery
2024-05-19,Sunday,07:43 PM,ORD1392,13,Iced Tea,Drink,4,2.79,11.16,Card,Alice,Returning,Takeaway
2024-02-27,Tuesday,06:48 PM,ORD1393,12,Orange Juice,Drink,3,3.29,9.87,Card,Diana,New,Delivery
2024-02-05,Monday,05:30 PM,ORD1394,3,Iced Tea,Drink,2,2.79,5.58,Online,Carlos,New,Dine-in
2024-02-17,Saturday,12:41 PM,ORD1395,4,Mozzarella Sticks,Side,5,4.99,24.95,Online,Bob,Returning,Takeaway
2024-01-30,Tuesday,06:13 PM,ORD1396,7,Apple Pie,Dessert,4,4.79,19.16,Online,Bob,Returning,Dine-in
2024-03-03,Sunday,10:44 AM,ORD1397,19,Lemonade,Drink,5,2.99,14.95,Cash,Bob,New,Delivery
2024-02-07,Wednesday,10:57 AM,ORD1398,6,Iced Tea,Drink,3,2.79,8.37,Online,Diana,New,Delivery
2024-06-18,Tuesday,02:50 PM,ORD1399,15,Caesar Salad,Side,2,6.99,13.98,Online,Diana,Returning,Dine-in
2024-02-26,Monday,05:00 PM,ORD1400,6,Lemonade,Drink,5,2.99,14.95,Online,Carlos,New,Delivery
2024-06-24,Monday,03:50 PM,ORD1401,19,Tiramisu,Dessert,5,6.49,32.45,Cash,Bob,Returning,Takeaway
2024-02-03,Saturday,11:51 AM,ORD1402,17,Grilled Chicken,Main,2,12.99,25.98,Online,Diana,New,Delivery
2024-01-25,Thursday,01:01 PM,ORD1403,20,Apple Pie,Dessert,5,4.79,23.95,Cash,Alice,New,Takeaway
2024-06-17,Monday,12:13 PM,ORD1404,14,Chicken Wings,Side,1,8.99,8.99,Online,Diana,Returning,Dine-in
2024-06-27,Thursday,07:02 PM,ORD1405,16,Coffee,Drink,2,2.5,5.0,Card,Carlos,New,Takeaway
2024-02-04,Sunday,02:20 PM,ORD1406,3,Apple Pie,Dessert,2,4.79,9.58,Card,Diana,Returning,Dine-in
2024-01-02,Tuesday,10:07 AM,ORD1407,17,Fish Tacos,Main,1,12.59,12.59,Cash,Diana,New,Delivery
2024-03-21,Thursday,04:58 PM,ORD1408,5,Mozzarella Sticks,Side,1,4.99,4.99,Card,Carlos,Returning,Delivery
2024-04-18,Thursday,07:38 PM,ORD1409,9,Mozzarella Sticks,Side,5,4.99,24.95,Online,Diana,New,Takeaway
2024-05-21,Tuesday,07:30 PM,ORD1410,12,Apple Pie,Dessert,2,4.79,9.58,Online,Diana,Returning,Takeaway
2024-05-27,Monday,03:52 PM,ORD1411,4,Orange Juice,Drink,2,3.29,6.58,Online,Bob,Returning,Delivery
2024-02-11,Sunday,11:42 AM,ORD1412,13,Chocolate Cake,Dessert,5,5.99,29.95,Card,Alice,New,Takeaway
2024-06-11,Tuesday,10:05 AM,ORD1413,16,Caesar Salad,Side,2,6.99,13.98,Online,Diana,New,Dine-in
2024-03-08,Friday,01:47 PM,ORD1414,20,Mozzarella Sticks,Side,1,4.99,4.99,Cash,Diana,Returning,Delivery
2024-06-16,Sunday,06:53 PM,ORD1415,2,Spaghetti Bolognese,Main,5,13.49,67.45,Cash,Diana,Returning,Dine-in
2024-02-21,Wednesday,09:12 PM,ORD1416,7,Fish Tacos,Main,3,12.59,37.77,Cash,Bob,New,Delivery
2024-01-10,Wednesday,04:08 PM,ORD1417,6,Ice Cream,Dessert,1,3.99,3.99,Cash,Carlos,Returning,Takeaway
2024-06-20,Thursday,04:44 PM,ORD1418,7,Orange Juice,Drink,5,3.29,16.45,Online,Alice,New,Dine-in
2024-05-20,Monday,02:51 PM,ORD1419,12,Chicken Wings,Side,5,8.99,44.95,Card,Carlos,New,Delivery
2024-02-19,Monday,05:45 PM,ORD1420,1,Orange Juice,Drink,5,3.29,16.45,Card,Bob,Returning,Delivery
2024-01-28,Sunday,07:32 PM,ORD1421,10,Caesar Salad,Side,5,6.99,34.95,Card,Alice,Returning,Delivery
2024-05-27,Monday,02:16 PM,ORD1422,19,Tiramisu,Dessert,4,6.49,25.96,Card,Bob,Returning,Takeaway
2024-06-23,Sunday,05:51 PM,ORD1423,4,Grilled Chicken,Main,4,12.99,51.96,Card,Alice,Returning,Delivery
2024-02-26,Monday,09:33 PM,ORD1424,14,Ice Cream,Dessert,3,3.99,11.97,Card,Alice,Returning,Dine-in
2024-03-14,Thursday,11:35 AM,ORD1425,3,Orange Juice,Drink,3,3.29,9.87,Online,Bob,Returning,Takeaway
2024-03-31,Sunday,01:43 PM,ORD1426,7,Veggie Pizza,Main,2,11.99,23.98,Card,Bob,New,Delivery
2024-03-02,Saturday,02:31 PM,ORD1427,7,Chocolate Cake,Dessert,2,5.99,11.98,Cash,Carlos,New,Dine-in
2024-01-31,Wednesday,11:20 AM,ORD1428,1,Apple Pie,Dessert,5,4.79,23.95,Online,Alice,Returning,Takeaway
2024-06-07,Friday,03:22 PM,ORD1429,9,Apple Pie,Dessert,5,4.79,23.95,Card,Bob,Returning,Takeaway
